#NO_PRODUCTS, NO_STORES
0.0,0.0,0.0,20.69,23.27,23.5,23.12,0.0,0.0,0.0,23.29,0.0,0.0,0.0,21.35,0.0,20.17,22.29,22.59,0.0,25.69,24.31,0.0,18.39,21.24,21.38,20.77,19.72,0.0,22.91,0.0,0.0,0.0,0.0,20.86,0.0,0.0,0.0,20.06,0.0,23.75,22.55,23.0,21.16,22.4,0.0,0.0,22.0,0.0,0.0,
0.0,0.0,21.79,18.95,23.76,24.51,22.0,0.0,0.0,21.88,0.0,23.86,0.0,0.0,22.12,0.0,20.03,23.14,25.14,0.0,21.01,24.28,23.09,0.0,0.0,23.18,0.0,19.76,19.97,20.24,19.14,0.0,0.0,0.0,0.0,24.72,19.14,21.92,0.0,0.0,0.0,21.61,21.95,0.0,20.4,22.95,18.4,0.0,0.0,0.0,
20.77,0.0,0.0,0.0,29.15,0.0,0.0,0.0,22.87,0.0,23.36,0.0,26.59,23.16,25.6,0.0,0.0,21.27,0.0,21.78,0.0,0.0,19.97,0.0,24.71,0.0,0.0,0.0,0.0,24.22,0.0,17.69,0.0,0.0,22.03,0.0,22.48,0.0,20.76,0.0,23.44,0.0,0.0,21.98,22.11,20.92,25.98,21.55,0.0,0.0,
20.73,0.0,0.0,0.0,0.0,25.73,0.0,0.0,0.0,0.0,22.13,26.97,0.0,24.2,25.26,24.2,22.65,0.0,25.06,20.89,26.79,0.0,20.8,0.0,0.0,0.0,18.34,0.0,19.01,0.0,21.05,0.0,24.89,22.86,20.93,0.0,0.0,0.0,0.0,0.0,0.0,26.1,22.31,0.0,21.64,23.14,0.0,20.02,20.74,23.1,
20.86,0.0,27.15,20.98,21.71,22.76,20.52,23.51,25.2,0.0,0.0,23.86,23.17,20.33,16.72,0.0,22.04,0.0,0.0,25.36,23.82,22.16,24.34,18.52,0.0,20.42,21.66,0.0,24.14,0.0,0.0,21.73,22.99,0.0,22.84,19.87,25.07,19.77,19.59,0.0,18.84,0.0,0.0,21.76,24.57,21.38,25.79,21.77,0.0,0.0,
21.32,27.04,0.0,20.25,19.73,20.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.81,23.57,26.07,23.04,21.37,20.52,0.0,0.0,21.52,20.78,26.54,22.24,0.0,0.0,20.1,0.0,24.79,0.0,0.0,0.0,23.37,0.0,23.41,21.61,23.45,21.16,0.0,0.0,0.0,0.0,27.05,0.0,0.0,27.09,21.97,24.63,16.47,
0.0,0.0,24.69,22.11,0.0,0.0,22.9,21.62,0.0,0.0,27.15,0.0,0.0,0.0,0.0,0.0,23.52,0.0,21.16,0.0,24.66,22.07,0.0,0.0,23.03,0.0,0.0,22.38,0.0,0.0,0.0,19.11,0.0,26.75,0.0,19.67,22.96,20.62,16.01,0.0,24.23,0.0,0.0,25.97,20.11,0.0,23.75,0.0,0.0,22.71,
0.0,21.21,0.0,23.66,25.36,24.48,21.5,26.56,0.0,20.35,22.85,25.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.85,0.0,22.36,21.72,22.99,26.63,0.0,0.0,23.15,22.48,0.0,22.42,26.73,0.0,0.0,0.0,19.91,0.0,0.0,0.0,22.47,19.12,23.95,23.29,0.0,25.49,24.75,0.0,23.04,21.7,22.32,
0.0,0.0,23.29,19.42,22.08,24.63,0.0,26.61,23.3,0.0,23.0,0.0,20.23,21.94,0.0,0.0,22.56,0.0,22.6,0.0,0.0,22.94,21.55,0.0,23.05,0.0,0.0,21.68,21.38,20.65,0.0,18.68,20.42,24.55,22.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.36,0.0,0.0,0.0,23.29,24.07,
20.86,24.82,0.0,24.58,0.0,19.41,21.97,0.0,0.0,24.22,25.17,0.0,0.0,24.19,0.0,0.0,0.0,0.0,0.0,25.23,0.0,0.0,26.15,24.85,0.0,19.13,0.0,22.7,0.0,0.0,0.0,22.97,22.69,24.86,25.6,23.36,0.0,0.0,0.0,21.05,0.0,0.0,25.44,22.06,26.48,0.0,0.0,23.07,20.76,21.09,
19.28,22.72,0.0,24.15,0.0,25.5,24.14,23.61,0.0,0.0,25.61,0.0,21.93,26.61,22.06,0.0,0.0,0.0,20.99,0.0,0.0,0.0,24.44,24.88,0.0,22.79,25.74,19.02,0.0,22.35,25.58,26.51,22.86,0.0,22.53,0.0,0.0,22.59,0.0,24.51,26.64,18.56,0.0,18.63,0.0,0.0,0.0,0.0,0.0,21.13,
18.29,0.0,0.0,0.0,19.93,0.0,0.0,21.34,0.0,0.0,19.9,0.0,23.05,0.0,24.84,22.69,19.4,22.69,24.07,0.0,0.0,0.0,21.98,22.16,26.11,21.41,0.0,0.0,0.0,20.63,23.5,0.0,23.79,23.56,20.14,19.67,24.21,0.0,0.0,0.0,0.0,21.42,18.03,21.11,23.54,22.31,0.0,0.0,0.0,20.65,
21.53,0.0,22.47,20.8,20.12,0.0,24.51,14.93,0.0,23.51,19.12,0.0,0.0,0.0,23.19,0.0,0.0,0.0,0.0,28.5,0.0,0.0,21.4,24.88,20.42,0.0,24.1,19.52,0.0,23.5,21.14,21.46,26.71,0.0,0.0,0.0,26.71,0.0,0.0,0.0,0.0,0.0,25.17,24.57,0.0,0.0,0.0,23.6,0.0,23.33,
24.28,0.0,0.0,24.67,22.56,21.14,24.62,0.0,20.39,0.0,0.0,0.0,19.84,0.0,0.0,22.06,0.0,0.0,0.0,0.0,0.0,19.94,23.42,24.71,22.85,23.27,0.0,24.71,0.0,21.45,0.0,0.0,0.0,17.79,26.97,0.0,0.0,0.0,18.8,0.0,22.04,21.76,0.0,0.0,0.0,22.3,22.48,0.0,0.0,0.0,
0.0,22.36,0.0,0.0,20.05,0.0,19.96,0.0,22.46,0.0,25.8,18.91,0.0,0.0,20.54,21.82,0.0,0.0,19.62,0.0,0.0,21.69,0.0,20.87,18.0,0.0,0.0,0.0,0.0,23.41,18.19,0.0,0.0,24.34,21.64,0.0,23.12,24.16,21.15,20.14,21.62,0.0,23.46,22.93,0.0,0.0,26.13,0.0,23.57,21.67,
0.0,22.98,26.41,0.0,0.0,0.0,0.0,0.0,0.0,22.73,0.0,21.11,22.19,0.0,21.71,19.04,0.0,0.0,0.0,26.7,0.0,0.0,24.76,0.0,0.0,20.89,21.47,0.0,26.28,22.19,23.78,0.0,0.0,0.0,0.0,23.91,20.54,23.01,0.0,0.0,25.49,0.0,0.0,0.0,27.28,0.0,21.1,21.74,24.33,22.35,
0.0,0.0,19.67,23.85,0.0,0.0,0.0,0.0,0.0,22.54,0.0,26.19,19.22,0.0,20.6,17.55,0.0,20.71,0.0,23.41,0.0,0.0,0.0,25.63,18.81,0.0,0.0,25.75,0.0,23.93,0.0,0.0,0.0,24.81,23.04,0.0,0.0,0.0,20.26,21.58,23.47,25.48,0.0,0.0,22.91,0.0,22.15,22.19,0.0,22.08,
25.13,21.63,0.0,0.0,26.45,0.0,24.08,22.3,0.0,24.25,0.0,0.0,19.72,0.0,0.0,24.45,0.0,0.0,0.0,24.02,0.0,0.0,20.28,0.0,21.57,0.0,0.0,23.76,0.0,20.15,17.81,0.0,0.0,24.0,23.69,22.62,24.28,0.0,24.76,21.56,0.0,0.0,0.0,0.0,0.0,20.31,0.0,18.81,0.0,15.36,
23.53,0.0,0.0,0.0,0.0,23.26,23.54,26.93,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,24.2,0.0,20.35,24.59,24.38,26.63,23.18,18.96,20.53,27.82,28.75,22.0,21.28,0.0,24.64,0.0,25.77,0.0,0.0,0.0,23.09,25.77,0.0,26.17,0.0,0.0,23.32,23.97,0.0,23.18,0.0,0.0,0.0,
0.0,0.0,0.0,23.06,21.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,0.0,0.0,0.0,0.0,20.68,0.0,20.33,22.16,0.0,0.0,0.0,23.52,24.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.52,0.0,25.05,0.0,25.57,25.99,22.91,21.65,22.53,25.63,0.0,20.22,0.0,25.15,
0.0,23.65,0.0,0.0,23.31,23.25,0.0,0.0,0.0,21.7,26.76,21.35,0.0,0.0,0.0,0.0,20.57,0.0,26.54,0.0,0.0,17.89,25.52,0.0,0.0,21.79,24.56,0.0,0.0,21.57,0.0,0.0,0.0,26.71,0.0,0.0,22.59,21.85,0.0,24.76,0.0,0.0,0.0,0.0,22.57,0.0,0.0,20.76,0.0,23.19,
21.09,25.28,0.0,22.66,0.0,0.0,23.03,0.0,22.92,0.0,21.1,26.56,23.2,0.0,0.0,26.63,0.0,17.64,0.0,24.75,0.0,25.45,0.0,16.89,18.74,22.85,0.0,0.0,20.55,19.08,0.0,22.11,0.0,0.0,0.0,24.57,21.37,23.11,0.0,20.07,0.0,0.0,24.12,0.0,0.0,20.17,0.0,22.95,22.79,0.0,
19.42,24.87,0.0,26.93,0.0,0.0,0.0,0.0,22.03,19.53,0.0,23.81,23.9,0.0,0.0,0.0,21.58,22.08,22.33,26.05,21.77,23.13,0.0,22.08,0.0,24.72,0.0,19.06,19.15,0.0,20.83,18.71,24.25,23.72,0.0,23.8,0.0,0.0,0.0,20.06,22.82,0.0,0.0,24.37,0.0,0.0,25.71,0.0,0.0,0.0,
21.98,0.0,0.0,27.36,21.12,21.07,23.49,0.0,0.0,22.68,20.21,19.48,21.31,0.0,0.0,0.0,0.0,25.71,22.47,0.0,21.51,19.31,21.53,25.4,0.0,20.35,22.38,0.0,0.0,0.0,22.85,23.04,25.28,19.55,0.0,22.51,0.0,24.74,0.0,0.0,24.66,23.99,20.77,0.0,0.0,17.24,21.66,0.0,0.0,20.35,
22.71,0.0,21.09,23.75,0.0,23.1,22.72,0.0,0.0,0.0,21.45,0.0,21.51,0.0,0.0,0.0,21.0,25.32,0.0,21.26,0.0,20.8,0.0,20.28,0.0,22.83,18.76,0.0,0.0,23.35,21.52,20.56,0.0,0.0,21.67,23.11,20.93,0.0,0.0,0.0,23.1,0.0,21.62,0.0,17.78,0.0,24.41,22.11,0.0,21.51,
23.16,25.82,21.8,0.0,0.0,22.82,0.0,0.0,0.0,22.47,18.89,0.0,0.0,0.0,0.0,27.08,20.26,20.48,21.53,22.98,18.81,0.0,0.0,22.65,21.52,27.0,19.59,0.0,0.0,0.0,21.43,0.0,24.58,26.03,21.93,19.38,0.0,0.0,0.0,19.34,25.23,0.0,0.0,18.49,0.0,0.0,24.39,23.35,24.31,21.96,
0.0,19.27,0.0,0.0,0.0,0.0,21.08,0.0,22.22,0.0,0.0,21.21,18.48,19.85,0.0,0.0,28.17,25.25,0.0,24.19,0.0,20.04,21.78,25.5,0.0,23.04,0.0,24.56,0.0,25.06,0.0,21.41,0.0,25.48,24.76,21.1,29.82,24.06,0.0,0.0,25.22,0.0,24.05,20.49,0.0,0.0,0.0,0.0,0.0,20.46,
0.0,0.0,21.59,0.0,0.0,0.0,0.0,0.0,0.0,21.03,20.32,0.0,0.0,24.22,27.27,0.0,23.74,0.0,20.16,0.0,0.0,0.0,20.38,20.46,0.0,0.0,20.86,25.53,20.77,0.0,0.0,23.72,23.77,0.0,0.0,26.18,24.56,0.0,23.72,23.95,0.0,0.0,23.12,22.04,0.0,0.0,22.76,20.64,23.49,20.85,
0.0,23.5,0.0,25.73,0.0,25.19,0.0,0.0,22.22,0.0,27.87,17.71,23.08,17.92,0.0,24.01,23.41,21.69,0.0,0.0,0.0,23.01,24.73,0.0,0.0,24.44,21.25,22.88,24.89,0.0,23.8,21.64,25.26,21.9,23.61,21.23,24.57,0.0,19.94,0.0,21.72,22.03,20.92,16.65,23.17,0.0,20.04,0.0,19.17,22.07,
23.93,0.0,0.0,26.08,20.92,21.79,0.0,19.89,0.0,21.29,19.68,23.79,25.76,22.98,25.62,0.0,0.0,0.0,18.18,19.52,0.0,0.0,20.59,0.0,21.53,22.76,0.0,0.0,21.72,0.0,0.0,25.16,0.0,26.54,22.1,0.0,24.67,0.0,0.0,26.97,0.0,0.0,0.0,21.12,21.38,25.68,0.0,20.21,22.31,0.0,
0.0,20.02,0.0,23.65,0.0,0.0,22.2,0.0,0.0,25.74,0.0,21.55,0.0,25.0,22.58,17.68,0.0,21.54,20.25,28.16,0.0,23.74,0.0,25.48,0.0,23.65,22.65,19.68,0.0,0.0,0.0,22.55,23.16,22.64,0.0,0.0,28.06,0.0,0.0,0.0,17.65,0.0,21.01,0.0,0.0,0.0,21.94,0.0,0.0,0.0,
25.63,0.0,0.0,0.0,21.32,26.41,22.81,0.0,0.0,21.0,22.96,25.76,0.0,0.0,23.85,27.01,0.0,23.4,0.0,0.0,0.0,22.17,0.0,0.0,22.12,24.45,22.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33,20.67,25.0,22.95,0.0,23.18,24.75,0.0,23.54,20.26,0.0,0.0,0.0,0.0,0.0,
0.0,22.6,0.0,19.0,22.88,0.0,19.77,23.16,0.0,0.0,20.07,21.38,0.0,0.0,19.43,19.94,22.07,0.0,26.29,22.46,23.87,20.52,0.0,0.0,0.0,0.0,0.0,22.01,0.0,18.88,0.0,0.0,26.27,0.0,25.77,0.0,19.12,23.53,19.85,0.0,0.0,18.85,0.0,0.0,0.0,23.39,20.58,22.36,0.0,0.0,
25.26,0.0,0.0,0.0,23.72,21.93,23.13,19.83,24.75,0.0,19.98,20.25,0.0,0.0,20.52,0.0,22.98,0.0,20.13,0.0,22.85,23.76,0.0,0.0,0.0,20.14,19.17,0.0,0.0,23.69,0.0,24.59,23.64,25.29,21.45,0.0,24.63,21.81,0.0,23.29,0.0,22.43,0.0,0.0,0.0,18.63,0.0,23.22,20.62,25.56,
0.0,0.0,0.0,22.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.52,0.0,0.0,0.0,0.0,25.05,0.0,24.19,0.0,0.0,0.0,18.33,23.03,0.0,0.0,25.15,0.0,22.47,22.51,18.21,18.75,0.0,0.0,25.19,23.26,20.97,0.0,0.0,23.96,0.0,26.59,24.51,0.0,23.37,23.54,25.72,23.32,20.33,25.48,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
0,4,25,0,8,0,0,45,0,0,1,27,0,0,0,5,21,0,39,0,0,0,9,4,0,0,0,25,39,12,37,0,0,7,35,0,0,0,19,44,0,36,0,0,21,0,0,32,40,0,
0,0,0,0,0,0,41,0,0,29,0,45,13,13,33,7,0,0,0,0,43,46,0,0,0,45,0,25,0,0,0,0,0,0,47,43,0,0,22,41,0,8,0,5,0,4,49,0,38,0,
24,0,19,20,50,23,0,0,28,0,38,6,33,0,0,20,0,49,5,35,35,18,25,38,30,17,0,49,0,0,31,0,0,3,21,38,8,9,0,24,0,0,29,16,29,0,0,39,0,12,
11,28,48,7,41,49,0,29,1,0,0,12,0,0,0,34,0,0,0,31,0,21,0,20,28,23,0,14,26,0,43,0,25,0,0,16,8,7,37,0,43,39,7,19,37,35,0,4,3,0,
35,0,0,43,25,39,0,0,6,0,22,37,0,14,0,23,48,7,0,0,0,47,23,21,0,14,0,30,0,24,17,44,24,0,29,0,0,13,0,0,0,0,34,19,0,0,49,24,0,0,
30,0,0,21,0,0,0,44,1,14,27,29,46,13,24,15,0,0,0,0,39,0,0,0,15,20,26,16,0,48,0,45,0,0,31,41,0,0,0,24,0,7,35,0,26,0,0,13,0,27,
0,0,0,0,0,0,0,14,14,0,24,35,0,12,0,4,8,12,0,0,0,0,0,39,29,0,2,13,28,22,0,0,35,21,0,0,15,13,0,0,30,12,0,31,37,0,0,0,0,31,
0,0,0,23,0,46,21,0,0,31,0,3,0,48,36,19,0,0,0,0,0,31,25,44,0,46,0,0,0,14,35,49,33,9,0,2,0,0,44,22,1,0,37,0,42,0,0,0,0,46,
19,0,0,49,0,0,9,0,0,38,18,0,0,27,0,0,0,6,0,20,0,0,17,0,18,17,9,0,1,43,41,0,0,0,15,0,0,0,47,0,22,32,0,26,0,45,0,38,0,47,
0,0,3,45,0,0,9,0,0,31,50,0,0,5,47,3,29,0,42,0,0,11,13,0,20,0,12,29,0,25,9,0,49,29,32,45,0,0,0,27,48,0,49,35,29,0,0,0,0,0,
29,0,0,28,10,35,2,35,4,23,0,0,0,15,0,0,0,0,44,0,0,0,9,0,41,0,0,0,0,16,0,0,0,0,6,0,0,0,6,46,23,6,0,33,4,0,0,0,0,0,
0,9,19,0,12,0,7,0,33,0,0,21,35,6,32,26,26,43,40,31,5,21,11,3,11,0,0,14,0,49,30,24,0,0,2,46,1,50,16,43,25,38,44,0,30,50,0,23,0,25,
0,0,5,5,48,0,0,21,2,4,7,0,0,0,10,12,16,5,0,37,14,0,0,21,0,35,0,0,46,0,47,0,0,28,5,15,33,32,0,1,11,43,0,47,15,0,0,0,0,0,
18,20,0,27,28,35,0,0,29,0,44,10,0,0,0,0,0,0,48,0,0,13,0,0,0,0,0,0,0,30,6,43,0,0,0,43,4,0,36,12,0,0,30,24,10,0,31,12,0,13,
14,0,11,0,44,0,6,47,0,26,40,15,0,41,0,8,30,48,0,0,0,6,14,0,20,0,0,0,0,0,0,14,0,0,15,22,0,0,4,0,47,0,0,0,0,49,35,13,16,21,
0,0,0,0,0,10,0,26,43,22,0,32,0,0,49,0,36,0,0,10,0,28,0,47,0,0,23,0,25,0,19,18,28,0,35,35,24,34,0,35,39,0,44,0,45,34,0,0,0,6,
37,23,0,0,0,9,15,0,2,0,0,32,29,0,0,0,23,0,11,43,22,0,18,4,0,2,21,0,0,0,0,48,28,28,0,28,0,0,0,34,0,0,42,0,2,20,0,0,26,34,
36,23,0,0,0,0,0,0,0,0,30,0,0,0,0,14,0,16,0,50,0,39,0,0,44,18,49,0,0,0,11,45,2,1,0,13,0,1,0,10,0,0,0,0,24,0,0,0,0,0,
0,49,23,19,8,29,44,0,34,47,0,0,34,0,0,0,37,35,19,0,3,7,20,0,0,41,0,16,0,0,7,0,38,30,0,0,0,0,0,12,0,28,20,0,1,0,0,0,0,0,
0,44,0,0,0,39,0,0,40,14,3,0,0,25,24,13,12,28,31,28,0,43,40,35,14,0,0,0,0,38,0,0,0,0,39,12,7,38,3,31,0,0,24,0,46,44,0,0,3,29,
0,0,40,33,0,28,0,9,13,33,0,4,7,22,0,0,31,0,0,21,18,0,0,16,46,0,0,0,17,47,0,18,23,0,0,12,0,0,0,12,26,0,29,33,0,39,0,19,49,37,
0,28,0,32,0,0,39,22,0,0,3,0,0,0,0,19,11,20,14,47,0,40,48,0,27,20,0,0,48,0,0,0,20,15,16,7,0,0,0,0,0,0,5,0,0,0,40,49,0,0,
46,36,22,12,34,0,4,2,43,3,48,46,12,0,0,0,0,16,0,24,0,37,5,0,11,32,35,0,47,0,44,0,0,2,0,8,0,0,14,0,0,48,0,32,26,8,0,0,44,15,
0,0,0,0,0,0,0,37,6,42,49,0,0,0,0,0,0,25,0,0,0,19,0,12,7,15,0,0,0,0,1,0,27,0,6,20,48,23,22,0,14,0,11,0,0,0,0,0,18,0,
0,27,0,0,16,31,0,0,1,28,0,24,0,0,0,0,0,0,0,0,47,0,0,24,20,0,0,12,0,0,3,11,0,17,32,11,0,0,0,26,33,0,5,0,29,0,5,23,0,0,
0,0,26,0,0,45,2,0,42,0,11,47,0,26,0,13,14,0,6,13,0,0,0,30,0,41,0,13,7,34,26,0,24,0,0,7,48,0,24,0,46,0,18,0,0,31,8,12,0,43,
32,0,21,0,0,0,0,0,12,33,0,0,44,0,27,26,0,0,0,0,0,0,0,0,26,1,6,0,0,41,12,0,25,13,45,0,10,0,0,13,0,0,14,0,13,43,0,0,14,0,
0,0,0,46,0,37,0,0,0,0,26,0,0,8,0,0,17,0,45,26,8,25,13,0,0,0,3,10,0,0,27,0,21,0,21,10,0,14,0,34,0,0,0,0,48,47,43,48,0,4,
0,37,39,2,0,9,39,0,0,0,42,0,35,0,0,0,0,48,0,24,36,0,0,22,0,0,41,50,0,0,0,0,0,46,35,0,0,0,0,35,0,0,27,21,0,0,3,22,4,30,
0,0,0,0,0,0,26,0,0,0,12,21,23,0,0,10,0,41,47,0,0,50,0,6,8,0,29,0,17,0,0,27,0,0,0,6,5,43,0,0,0,0,0,36,15,0,35,49,0,0,
0,0,8,24,19,14,0,36,0,44,48,0,41,0,39,0,0,0,48,0,0,0,0,15,46,18,0,21,17,0,0,2,0,15,2,37,1,25,21,26,44,0,0,0,9,2,1,35,0,18,
0,0,10,24,30,21,0,14,28,37,0,14,30,0,0,14,34,0,0,0,0,50,0,36,20,0,0,34,0,0,0,17,33,0,27,0,0,44,0,2,45,0,45,49,0,0,0,21,0,24,
27,12,21,0,15,29,7,0,33,0,0,44,12,50,0,5,34,17,8,1,0,0,0,0,0,3,10,0,0,0,30,23,9,0,47,0,16,0,24,0,28,13,22,0,0,37,16,30,19,0,
0,25,0,0,47,0,14,46,0,50,17,34,0,42,0,20,29,45,32,0,0,0,39,35,35,0,0,0,0,0,0,8,0,0,0,50,0,3,20,28,45,0,41,46,11,8,0,0,0,25,
6,49,50,46,0,0,0,1,0,24,0,7,50,0,31,29,48,0,31,37,0,13,0,39,9,42,0,0,0,0,0,9,2,0,21,15,4,0,0,4,26,0,22,0,26,0,0,0,10,0,
0,0,0,0,0,33,46,45,35,0,47,0,0,0,5,4,0,19,0,0,0,21,0,34,45,31,0,29,46,0,23,0,14,0,18,0,21,20,0,0,0,0,41,7,49,9,0,33,50,20,
0,0,6,0,0,11,25,31,0,0,28,0,18,10,26,0,0,0,10,4,0,27,0,0,2,0,0,29,0,36,0,10,9,0,0,42,44,0,0,32,0,35,34,10,48,0,0,0,0,0,
0,0,0,40,0,0,37,0,0,0,3,0,1,0,16,0,0,0,39,44,30,41,30,0,0,0,43,9,3,0,0,0,0,0,0,0,23,0,34,9,0,0,0,25,0,0,0,50,0,2,
42,0,0,34,16,0,0,22,9,21,13,19,10,0,24,36,25,12,49,47,0,0,0,0,15,2,0,39,4,0,0,0,42,19,0,0,0,31,21,21,10,39,34,0,1,0,30,48,27,0,
11,0,0,37,0,22,19,22,0,37,0,0,15,22,0,33,45,0,0,0,23,0,25,0,0,0,0,46,0,0,0,8,0,15,2,0,0,0,22,36,24,0,0,0,0,47,0,27,47,0,
26,0,34,49,14,17,0,0,50,48,48,0,0,0,0,22,21,0,0,0,41,0,8,0,2,0,14,0,10,0,50,0,0,0,0,0,0,0,0,0,0,23,2,0,0,5,36,0,7,27,
0,48,42,0,0,0,18,0,13,8,7,29,0,0,40,0,0,36,30,0,0,10,0,0,20,21,31,50,43,7,0,0,0,0,0,0,11,5,29,42,33,0,0,0,25,0,37,49,24,21,
0,16,0,0,0,39,49,34,5,0,35,37,0,26,5,13,0,0,0,29,0,6,48,0,1,0,5,16,13,34,0,32,9,33,28,0,47,46,0,0,0,32,0,0,14,30,16,13,45,0,
48,45,1,0,40,47,2,0,0,26,19,17,0,0,0,23,28,0,0,0,0,0,36,0,25,0,43,0,28,0,0,37,0,0,47,0,24,35,22,0,0,0,30,20,0,31,35,50,0,29,
0,7,27,0,0,0,27,31,0,0,0,27,23,9,2,0,0,32,0,38,0,0,0,48,0,0,23,8,0,0,47,15,37,0,0,0,0,36,0,0,0,33,48,0,13,40,37,24,0,0,
0,10,28,27,35,0,45,16,37,0,0,0,30,32,16,25,0,33,0,0,0,30,0,0,0,0,5,20,7,0,17,0,0,35,0,48,0,0,0,0,6,8,0,0,0,0,0,17,0,0,
50,0,10,0,0,26,0,0,0,0,0,42,49,17,3,14,0,22,0,8,26,31,0,0,0,0,0,19,0,0,33,49,29,0,12,38,0,30,0,0,19,22,0,11,0,0,0,0,0,21,
0,0,14,14,13,0,29,15,39,0,47,50,0,9,0,36,0,24,0,3,40,0,0,0,0,0,19,0,11,0,1,11,0,35,0,0,23,48,27,43,50,5,0,37,0,45,28,43,0,0,
0,0,0,45,45,5,0,0,26,0,29,0,30,0,32,10,0,18,27,36,14,29,0,0,0,21,0,23,0,40,0,46,7,43,0,0,35,7,0,0,0,16,28,0,0,0,10,0,0,50,
30,0,41,0,0,10,0,50,0,31,32,0,0,0,4,0,0,0,0,0,0,13,40,30,49,23,0,3,0,0,0,8,6,28,0,33,12,7,0,0,14,40,4,27,0,0,46,29,38,47,
0,0,0,0,40,15,8,12,0,39,0,0,0,38,48,25,16,0,0,19,0,13,38,31,0,37,0,0,0,0,3,39,34,23,45,34,17,0,40,15,32,11,0,0,0,0,26,0,38,0,
16,0,0,42,20,28,0,43,34,19,0,0,0,23,0,44,0,0,0,0,22,0,44,0,25,26,0,40,0,16,20,24,37,0,0,0,0,41,14,13,3,0,0,0,0,0,15,18,18,0,
0,0,45,35,0,26,20,2,45,30,49,0,43,0,0,0,0,0,0,0,0,0,49,0,0,4,0,0,0,37,8,0,28,15,0,38,34,0,24,0,0,0,0,0,4,7,0,0,0,0,
13,0,22,0,31,50,0,0,5,13,0,48,0,10,45,27,33,0,0,40,37,0,34,0,47,0,0,29,34,4,44,3,0,19,0,0,40,33,35,0,0,0,49,0,0,0,7,0,0,0,
0,0,9,0,0,20,36,0,0,37,0,45,0,0,0,0,14,1,10,0,22,0,0,7,25,0,0,0,0,0,1,48,0,10,26,29,23,0,0,37,0,16,0,0,0,0,50,48,0,0,
0,37,19,30,0,46,0,18,0,24,0,24,31,36,0,0,14,0,49,0,3,34,0,0,36,5,5,0,39,0,0,33,0,19,26,48,0,0,0,13,0,0,46,0,0,5,0,0,7,17,
15,34,35,11,0,50,42,0,0,41,21,0,6,19,0,0,19,10,7,0,30,14,0,49,0,0,13,0,48,0,14,0,20,21,0,22,0,34,13,0,8,0,19,23,0,40,0,0,0,23,
38,1,43,0,47,0,42,0,0,0,11,0,8,33,0,7,0,0,0,9,9,0,0,20,0,0,22,0,2,15,0,0,0,36,0,0,48,9,0,0,35,14,0,0,13,40,15,0,0,34,
0,0,24,7,19,0,49,0,0,28,0,41,0,32,13,0,41,11,42,0,0,0,0,0,39,41,0,48,47,0,0,0,31,0,22,0,0,0,0,30,0,0,0,0,0,16,0,33,0,2,
35,0,0,0,0,2,37,14,0,46,0,0,0,19,2,22,0,0,22,39,0,0,0,0,14,0,35,38,15,41,0,47,0,29,0,36,6,43,49,0,0,34,26,23,0,44,0,49,0,0,
40,16,0,0,13,39,4,0,0,25,0,0,40,0,0,0,0,34,39,0,0,9,12,0,0,22,0,48,7,8,0,0,26,3,26,21,0,0,0,46,24,37,0,25,0,0,6,2,4,32,
46,0,0,32,41,0,18,44,0,0,17,0,0,0,0,12,42,49,0,0,40,0,0,0,0,0,5,0,48,48,0,49,0,0,0,18,0,5,0,22,0,46,0,19,0,0,1,0,41,21,
14,0,47,0,0,1,25,17,39,0,9,49,0,0,17,21,23,0,5,0,25,0,0,0,38,1,5,0,0,39,0,50,0,43,36,11,0,5,3,0,21,0,31,0,0,24,0,49,0,0,
0,49,34,1,0,38,16,0,29,0,42,0,0,0,3,5,0,0,0,0,0,17,20,1,25,0,0,23,28,44,0,16,0,49,0,1,0,5,2,0,43,4,23,0,44,0,0,0,0,0,
48,37,9,0,46,0,0,0,9,0,0,41,3,0,0,16,20,17,3,0,16,0,0,0,28,28,34,18,2,0,39,0,0,0,4,0,0,0,0,5,0,0,10,22,26,0,0,0,0,17,
0,0,0,40,29,7,43,0,0,0,33,0,0,0,20,0,36,32,14,0,50,3,0,5,26,29,39,8,0,11,0,0,0,0,44,0,0,0,27,0,6,37,8,44,40,0,0,13,0,0,
0,0,37,49,8,7,39,0,0,44,0,20,0,0,26,0,21,18,48,0,29,38,25,0,0,13,0,21,10,46,49,0,0,0,0,50,10,50,0,0,0,30,33,0,45,6,45,0,0,0,
36,0,0,0,4,0,0,0,24,0,8,0,32,30,5,0,0,12,0,48,0,0,45,0,21,0,0,0,0,29,0,29,0,0,48,0,46,0,9,0,20,0,0,20,20,22,4,25,0,0,
