#NO_PRODUCTS, NO_STORES
7.74, 0.0, 18.81, 39.46, 0.0, 0.0, 13.53, 0.0, 0.0, 0.0, 47.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 48.72, 32.24, 0.0, 0.0, 0.0, 29.57, 0.0, 0.0, 33.18, 0.0, 0.0, 0.0, 0.0, 27.52, 0.0, 26.64, 43.57, 30.86, 0.0, 9.0, 0.0, 35.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.39, 0.0, 0.0, 26.53, 
13.7, 22.44, 0.0, 29.56, 23.7, 42.2, 43.0, 0.0, 0.0, 21.49, 0.0, 25.43, 0.0, 47.36, 9.61, 0.0, 25.91, 0.0, 29.03, 0.0, 25.02, 0.0, 35.81, 44.05, 41.96, 15.28, 29.52, 0.0, 0.0, 0.0, 0.0, 0.0, 46.43, 0.0, 0.0, 42.11, 0.0, 0.0, 0.0, 0.0, 36.53, 23.49, 0.0, 0.0, 26.48, 0.0, 33.91, 0.0, 0.0, 0.0, 
0.0, 0.0, 9.54, 17.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 47.23, 0.0, 0.0, 0.0, 9.65, 18.3, 0.0, 0.0, 0.0, 0.0, 0.0, 48.79, 40.8, 11.44, 0.0, 24.47, 0.0, 31.76, 8.74, 0.0, 0.0, 49.1, 31.95, 0.0, 0.0, 0.0, 50.07, 0.0, 0.0, 11.42, 30.11, 5.95, 0.0, 0.0, 0.0, 29.98, 0.0, 0.0, 0.0, 0.0, 
0.0, 0.0, 23.02, 0.0, 42.77, 35.0, 46.86, 0.0, 0.0, 45.66, 0.0, 0.0, 0.0, 0.0, 0.0, 22.18, 0.0, 0.0, 0.0, 0.0, 37.57, 11.97, 15.81, 41.01, 0.0, 32.77, 34.0, 0.0, 14.64, 0.0, 11.64, 0.0, 0.0, 0.0, 30.89, 0.0, 0.0, 0.0, 0.0, 49.65, 0.0, 14.72, 0.0, 11.42, 0.0, 0.0, 45.65, 0.0, 0.0, 0.0, 
32.28, 0.0, 0.0, 0.0, 0.0, 0.0, 13.2, 0.0, 5.35, 0.0, 0.0, 6.57, 0.0, 0.0, 0.0, 0.0, 0.0, 27.18, 45.0, 0.0, 0.0, 0.0, 0.0, 43.71, 19.16, 43.23, 0.0, 0.0, 14.83, 0.0, 33.66, 0.0, 0.0, 43.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 42.43, 0.0, 23.01, 0.0, 0.0, 0.0, 0.0, 33.18, 0.0, 34.0, 
0.0, 0.0, 0.0, 0.0, 15.79, 0.0, 23.6, 0.0, 0.0, 6.15, 0.0, 30.32, 34.4, 36.18, 37.6, 30.09, 0.0, 0.0, 0.0, 0.0, 8.07, 0.0, 18.22, 0.0, 0.0, 24.32, 0.0, 31.78, 0.0, 27.02, 0.0, 0.0, 0.0, 19.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.32, 0.0, 42.81, 0.0, 0.0, 0.0, 0.0, 10.6, 0.0, 0.0, 
0.0, 0.0, 0.0, 47.93, 0.0, 7.83, 24.77, 27.89, 0.0, 0.0, 19.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.98, 0.0, 30.62, 0.0, 0.0, 17.1, 36.24, 33.17, 28.62, 0.0, 0.0, 0.0, 0.0, 0.0, 33.14, 0.0, 5.31, 18.53, 31.35, 13.91, 0.0, 45.34, 28.6, 49.67, 0.0, 0.0, 0.0, 12.45, 19.46, 17.17, 34.23, 0.0, 0.0, 
0.0, 0.0, 0.0, 9.68, 0.0, 0.0, 48.79, 41.75, 6.67, 0.0, 0.0, 27.32, 0.0, 0.0, 0.0, 0.0, 8.75, 0.0, 0.0, 22.92, 19.65, 41.91, 0.0, 0.0, 29.24, 0.0, 42.53, 0.0, 27.48, 0.0, 50.07, 0.0, 0.0, 0.0, 39.56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.46, 0.0, 0.0, 0.0, 35.61, 0.0, 27.66, 17.29, 
0.0, 30.0, 0.0, 17.15, 0.0, 37.27, 0.0, 0.0, 7.35, 0.0, 16.65, 0.0, 17.74, 0.0, 39.98, 23.97, 10.71, 0.0, 0.0, 0.0, 10.95, 0.0, 0.0, 0.0, 26.33, 0.0, 0.0, 16.73, 0.0, 0.0, 0.0, 0.0, 32.37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.39, 37.4, 43.12, 0.0, 0.0, 0.0, 15.71, 0.0, 0.0, 17.67, 20.05, 
0.0, 45.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.21, 12.82, 0.0, 0.0, 30.25, 25.41, 0.0, 39.82, 28.07, 0.0, 26.33, 19.82, 37.37, 35.69, 0.0, 0.0, 32.31, 0.0, 46.59, 41.13, 0.0, 0.0, 8.07, 0.0, 0.0, 20.25, 0.0, 0.0, 46.81, 0.0, 0.0, 34.56, 0.0, 9.65, 42.45, 0.0, 0.0, 21.97, 0.0, 0.0, 0.0, 0.0, 
0.0, 18.79, 0.0, 0.0, 0.0, 45.73, 0.0, 30.33, 0.0, 40.18, 0.0, 11.15, 0.0, 44.9, 0.0, 0.0, 47.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.97, 0.0, 20.48, 0.0, 0.0, 29.94, 0.0, 0.0, 44.85, 0.0, 37.15, 0.0, 28.0, 0.0, 35.84, 0.0, 0.0, 0.0, 0.0, 0.0, 18.76, 0.0, 0.0, 36.94, 47.51, 27.69, 
0.0, 49.52, 38.78, 0.0, 34.37, 0.0, 0.0, 0.0, 0.0, 0.0, 6.38, 0.0, 0.0, 27.77, 10.68, 0.0, 0.0, 26.6, 36.65, 14.02, 0.0, 20.61, 18.14, 0.0, 0.0, 0.0, 24.64, 45.67, 29.8, 26.81, 0.0, 43.29, 0.0, 36.2, 0.0, 0.0, 0.0, 24.05, 0.0, 0.0, 28.29, 0.0, 0.0, 26.69, 33.91, 0.0, 36.62, 35.8, 37.46, 19.88, 
33.41, 0.0, 0.0, 9.38, 0.0, 0.0, 0.0, 31.96, 0.0, 0.0, 12.45, 13.65, 0.0, 49.04, 0.0, 0.0, 45.21, 41.34, 35.55, 0.0, 0.0, 0.0, 0.0, 37.81, 44.11, 0.0, 0.0, 24.51, 42.58, 0.0, 11.25, 27.05, 49.36, 12.05, 0.0, 0.0, 5.93, 0.0, 0.0, 44.14, 9.12, 33.74, 22.24, 15.33, 19.37, 0.0, 0.0, 21.08, 49.17, 0.0, 
0.0, 0.0, 16.41, 25.28, 0.0, 0.0, 0.0, 0.0, 0.0, 38.82, 6.32, 0.0, 9.71, 0.0, 10.66, 0.0, 12.55, 0.0, 28.01, 0.0, 0.0, 0.0, 24.47, 0.0, 33.23, 0.0, 43.31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36.62, 0.0, 0.0, 0.0, 34.35, 0.0, 15.93, 0.0, 23.77, 28.4, 0.0, 0.0, 0.0, 0.0, 0.0, 42.84, 0.0, 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.59, 0.0, 9.28, 0.0, 5.41, 0.0, 0.0, 0.0, 0.0, 0.0, 19.13, 0.0, 0.0, 0.0, 0.0, 0.0, 25.48, 47.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.79, 0.0, 24.58, 21.1, 44.43, 8.43, 5.3, 0.0, 33.09, 0.0, 5.38, 41.34, 48.54, 21.75, 0.0, 0.0, 16.66, 0.0, 46.81, 
0.0, 21.21, 0.0, 20.59, 0.0, 0.0, 41.09, 35.78, 43.54, 0.0, 22.02, 9.31, 0.0, 0.0, 0.0, 37.03, 0.0, 0.0, 27.48, 0.0, 37.59, 17.15, 0.0, 32.65, 0.0, 0.0, 0.0, 45.01, 17.91, 8.22, 47.05, 20.2, 0.0, 0.0, 37.34, 26.09, 22.63, 5.32, 0.0, 7.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.22, 44.18, 
26.86, 45.76, 0.0, 0.0, 0.0, 0.0, 40.74, 11.69, 0.0, 33.06, 0.0, 38.46, 0.0, 18.36, 0.0, 0.0, 0.0, 33.96, 30.54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.14, 0.0, 6.41, 28.8, 0.0, 27.68, 42.86, 0.0, 0.0, 0.0, 9.99, 10.04, 30.3, 41.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.56, 44.16, 
0.0, 25.95, 35.24, 0.0, 14.95, 0.0, 0.0, 0.0, 0.0, 0.0, 18.99, 0.0, 15.25, 0.0, 38.45, 0.0, 0.0, 0.0, 0.0, 0.0, 24.53, 0.0, 28.72, 30.09, 25.78, 14.97, 0.0, 37.42, 12.02, 0.0, 0.0, 0.0, 22.57, 11.81, 7.95, 0.0, 11.19, 0.0, 38.8, 49.6, 0.0, 0.0, 36.23, 11.1, 0.0, 0.0, 41.57, 44.67, 0.0, 11.7, 
0.0, 0.0, 33.51, 25.22, 21.53, 0.0, 32.68, 0.0, 40.17, 29.38, 6.67, 8.93, 0.0, 0.0, 21.51, 26.08, 0.0, 0.0, 0.0, 11.23, 23.63, 32.1, 0.0, 0.0, 0.0, 39.88, 17.56, 48.68, 30.65, 14.37, 0.0, 0.0, 41.73, 11.49, 0.0, 0.0, 0.0, 0.0, 44.02, 0.0, 0.0, 47.45, 7.52, 0.0, 0.0, 0.0, 0.0, 46.77, 32.81, 40.63, 
0.0, 0.0, 0.0, 15.33, 0.0, 9.35, 30.32, 0.0, 22.51, 0.0, 5.69, 0.0, 0.0, 0.0, 0.0, 25.49, 0.0, 0.0, 0.0, 19.07, 30.55, 16.11, 0.0, 0.0, 0.0, 0.0, 0.0, 15.5, 0.0, 41.0, 16.41, 0.0, 10.18, 27.71, 0.0, 0.0, 21.82, 0.0, 0.0, 45.99, 9.22, 37.27, 0.0, 0.0, 0.0, 29.63, 0.0, 0.0, 0.0, 0.0, 
0.0, 0.0, 0.0, 44.72, 0.0, 0.0, 19.11, 0.0, 0.0, 0.0, 31.03, 39.62, 16.3, 0.0, 40.14, 0.0, 21.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.85, 0.0, 0.0, 0.0, 10.65, 0.0, 0.0, 5.58, 0.0, 0.0, 0.0, 0.0, 5.82, 0.0, 0.0, 43.86, 0.0, 5.11, 0.0, 0.0, 39.93, 0.0, 0.0, 15.5, 0.0, 42.03, 0.0, 
25.34, 17.02, 0.0, 23.89, 0.0, 0.0, 37.66, 26.33, 49.0, 31.05, 0.0, 13.18, 0.0, 25.79, 0.0, 0.0, 0.0, 0.0, 24.49, 0.0, 16.56, 0.0, 48.34, 0.0, 0.0, 28.09, 0.0, 8.95, 0.0, 19.42, 16.23, 0.0, 22.97, 0.0, 9.94, 20.89, 31.72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.36, 0.0, 0.0, 0.0, 17.81, 0.0, 15.07, 
0.0, 0.0, 16.86, 9.78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.53, 0.0, 0.0, 37.64, 29.92, 0.0, 0.0, 0.0, 0.0, 23.66, 43.36, 35.28, 11.22, 37.94, 5.7, 0.0, 47.33, 0.0, 0.0, 35.83, 0.0, 14.87, 0.0, 0.0, 0.0, 0.0, 0.0, 15.63, 5.78, 0.0, 18.56, 0.0, 0.0, 17.43, 0.0, 0.0, 0.0, 48.17, 0.0, 
47.19, 36.69, 34.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39.6, 0.0, 0.0, 0.0, 0.0, 0.0, 26.74, 0.0, 0.0, 27.37, 0.0, 0.0, 11.53, 0.0, 0.0, 0.0, 0.0, 30.62, 0.0, 0.0, 0.0, 33.8, 0.0, 10.83, 31.21, 17.08, 30.72, 0.0, 21.01, 42.78, 0.0, 0.0, 0.0, 0.0, 33.95, 35.6, 0.0, 26.28, 
8.21, 44.06, 0.0, 0.0, 0.0, 0.0, 45.68, 29.87, 0.0, 37.56, 0.0, 0.0, 0.0, 28.66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.93, 21.37, 0.0, 35.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.12, 37.38, 0.0, 0.0, 0.0, 40.44, 0.0, 0.0, 15.19, 49.5, 17.35, 17.18, 0.0, 0.0, 9.72, 30.99, 0.0, 0.0, 0.0, 0.0, 
0.0, 41.9, 0.0, 19.07, 21.07, 0.0, 0.0, 0.0, 25.35, 13.9, 0.0, 29.53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.27, 0.0, 37.76, 45.85, 0.0, 38.32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 34.9, 25.26, 15.89, 15.57, 31.27, 0.0, 0.0, 0.0, 0.0, 0.0, 12.21, 38.98, 0.0, 25.05, 0.0, 23.3, 
27.04, 0.0, 0.0, 40.83, 20.36, 25.68, 0.0, 0.0, 0.0, 0.0, 40.56, 0.0, 0.0, 7.72, 27.29, 0.0, 0.0, 0.0, 0.0, 0.0, 19.51, 0.0, 6.67, 0.0, 0.0, 0.0, 0.0, 42.3, 34.17, 0.0, 9.04, 25.49, 0.0, 17.96, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.46, 0.0, 22.98, 0.0, 38.38, 0.0, 46.97, 28.58, 0.0, 0.0, 
0.0, 46.06, 19.91, 0.0, 0.0, 0.0, 18.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.5, 26.97, 0.0, 41.92, 5.14, 29.74, 0.0, 0.0, 24.36, 0.0, 30.55, 0.0, 35.61, 26.4, 0.0, 0.0, 0.0, 45.97, 7.56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 42.76, 0.0, 0.0, 21.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
0.0, 46.59, 24.81, 0.0, 16.45, 34.3, 0.0, 35.12, 0.0, 23.0, 18.28, 0.0, 0.0, 23.25, 0.0, 29.72, 0.0, 0.0, 10.63, 41.07, 0.0, 0.0, 5.48, 20.09, 0.0, 30.27, 0.0, 16.27, 0.0, 0.0, 5.1, 24.97, 0.0, 40.86, 0.0, 21.32, 0.0, 0.0, 0.0, 5.29, 9.78, 0.0, 44.54, 33.84, 22.34, 0.0, 15.38, 18.62, 0.0, 39.77, 
0.0, 39.51, 0.0, 0.0, 0.0, 18.28, 0.0, 44.87, 6.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.24, 20.28, 6.99, 0.0, 21.42, 0.0, 0.0, 0.0, 0.0, 0.0, 49.77, 0.0, 44.67, 0.0, 0.0, 27.07, 22.97, 13.66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.44, 0.0, 0.0, 0.0, 18.93, 9.33, 0.0, 0.0, 0.0, 36.89, 
0.0, 0.0, 0.0, 0.0, 0.0, 27.29, 14.91, 0.0, 0.0, 0.0, 15.46, 38.21, 0.0, 0.0, 0.0, 0.0, 41.95, 0.0, 0.0, 43.5, 10.08, 44.82, 42.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.65, 0.0, 0.0, 0.0, 28.15, 0.0, 0.0, 14.54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.54, 0.0, 36.61, 0.0, 0.0, 44.03, 
0.0, 0.0, 0.0, 33.43, 0.0, 50.06, 37.59, 45.0, 0.0, 43.68, 31.28, 0.0, 0.0, 33.71, 14.5, 0.0, 0.0, 0.0, 0.0, 49.03, 0.0, 7.34, 0.0, 0.0, 13.94, 0.0, 11.44, 31.81, 0.0, 0.0, 32.23, 25.42, 0.0, 0.0, 37.76, 0.0, 32.96, 8.04, 45.68, 33.68, 0.0, 0.0, 16.06, 34.76, 0.0, 18.82, 0.0, 42.95, 40.56, 21.77, 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.85, 38.88, 19.43, 0.0, 0.0, 46.49, 0.0, 0.0, 0.0, 0.0, 0.0, 47.93, 0.0, 0.0, 45.56, 24.01, 0.0, 5.89, 0.0, 0.0, 0.0, 18.95, 36.12, 0.0, 24.83, 0.0, 39.66, 11.19, 45.39, 0.0, 27.97, 49.18, 0.0, 0.0, 47.09, 0.0, 37.92, 0.0, 38.67, 
0.0, 21.95, 0.0, 0.0, 23.93, 0.0, 0.0, 23.86, 0.0, 0.0, 31.85, 0.0, 46.22, 0.0, 0.0, 25.32, 8.56, 37.69, 0.0, 18.58, 0.0, 0.0, 0.0, 18.98, 0.0, 8.1, 0.0, 23.01, 28.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 42.76, 0.0, 0.0, 0.0, 20.71, 6.38, 0.0, 0.0, 9.63, 49.51, 11.71, 0.0, 0.0, 35.04, 
0.0, 0.0, 0.0, 16.87, 0.0, 13.28, 23.11, 13.9, 0.0, 0.0, 7.94, 0.0, 0.0, 0.0, 37.65, 28.0, 34.19, 0.0, 20.64, 15.17, 0.0, 9.36, 0.0, 0.0, 0.0, 40.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.04, 0.0, 28.78, 0.0, 42.37, 0.0, 20.02, 0.0, 8.19, 0.0, 0.0, 0.0, 0.0, 25.75, 0.0, 0.0, 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 49.69, 0.0, 0.0, 0.0, 0.0, 5.16, 0.0, 0.0, 44.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.23, 0.0, 0.0, 25.67, 0.0, 0.0, 14.74, 0.0, 41.86, 0.0, 0.0, 0.0, 0.0, 0.0, 39.46, 0.0, 43.33, 12.58, 0.0, 0.0, 0.0, 0.0, 19.69, 0.0, 0.0, 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.35, 0.0, 7.75, 0.0, 0.0, 46.45, 0.0, 0.0, 28.84, 0.0, 0.0, 0.0, 0.0, 0.0, 40.85, 44.3, 0.0, 32.45, 0.0, 0.0, 0.0, 39.09, 0.0, 0.0, 12.5, 0.0, 9.78, 0.0, 24.87, 6.34, 0.0, 0.0, 0.0, 36.89, 0.0, 28.67, 0.0, 40.23, 40.68, 23.73, 13.93, 12.41, 17.91, 
29.68, 21.73, 0.0, 0.0, 24.51, 0.0, 0.0, 33.07, 38.84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.22, 0.0, 21.95, 0.0, 0.0, 16.9, 20.74, 13.15, 0.0, 0.0, 0.0, 0.0, 17.26, 43.88, 24.02, 20.05, 35.19, 30.24, 0.0, 34.05, 11.57, 12.04, 26.27, 26.35, 48.93, 0.0, 23.55, 0.0, 7.49, 37.51, 10.99, 46.45, 10.63, 14.18, 0.0, 
0.0, 23.23, 13.69, 26.28, 23.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.54, 0.0, 0.0, 0.0, 46.6, 47.84, 0.0, 35.66, 18.96, 0.0, 0.0, 10.61, 42.62, 0.0, 0.0, 0.0, 0.0, 8.38, 0.0, 12.42, 29.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 28.45, 0.0, 0.0, 0.0, 19.43, 0.0, 0.0, 21.73, 29.74, 
0.0, 0.0, 44.25, 12.11, 0.0, 0.0, 20.56, 35.27, 0.0, 45.22, 9.0, 0.0, 10.29, 32.44, 0.0, 0.0, 0.0, 0.0, 39.04, 0.0, 39.85, 0.0, 19.76, 32.96, 0.0, 0.0, 14.67, 0.0, 0.0, 9.31, 32.15, 0.0, 0.0, 40.32, 32.36, 0.0, 34.62, 0.0, 19.12, 0.0, 45.08, 0.0, 29.94, 31.4, 46.67, 0.0, 8.54, 0.0, 7.36, 0.0, 
0.0, 0.0, 26.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 41.25, 0.0, 0.0, 30.34, 26.02, 0.0, 0.0, 0.0, 0.0, 42.02, 0.0, 0.0, 26.82, 0.0, 0.0, 25.39, 28.44, 0.0, 33.09, 0.0, 35.0, 29.06, 39.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.53, 0.0, 0.0, 29.16, 0.0, 0.0, 17.31, 0.0, 6.96, 0.0, 
0.0, 31.97, 0.0, 28.71, 0.0, 5.22, 18.1, 0.0, 0.0, 0.0, 0.0, 0.0, 42.56, 22.9, 0.0, 36.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.59, 0.0, 0.0, 0.0, 14.06, 0.0, 0.0, 0.0, 0.0, 17.08, 0.0, 37.65, 0.0, 0.0, 30.93, 0.0, 31.83, 0.0, 0.0, 0.0, 0.0, 
0.0, 0.0, 0.0, 0.0, 48.38, 18.72, 0.0, 0.0, 0.0, 31.23, 45.31, 0.0, 0.0, 20.67, 27.27, 0.0, 38.81, 36.79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.12, 43.24, 0.0, 0.0, 0.0, 43.23, 31.87, 33.57, 0.0, 0.0, 0.0, 0.0, 8.85, 0.0, 49.63, 0.0, 0.0, 0.0, 40.32, 22.17, 0.0, 0.0, 27.58, 5.95, 
0.0, 0.0, 0.0, 6.5, 0.0, 0.0, 0.0, 48.2, 0.0, 12.96, 0.0, 0.0, 0.0, 12.85, 25.23, 0.0, 22.02, 0.0, 34.02, 0.0, 0.0, 0.0, 0.0, 37.27, 0.0, 47.85, 46.77, 0.0, 21.07, 21.44, 32.36, 0.0, 11.03, 11.86, 5.47, 0.0, 35.84, 0.0, 35.72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.56, 18.59, 15.09, 16.7, 0.0, 
0.0, 0.0, 0.0, 45.49, 0.0, 0.0, 0.0, 0.0, 17.94, 16.05, 0.0, 0.0, 0.0, 21.64, 31.45, 12.69, 27.13, 0.0, 0.0, 0.0, 24.63, 0.0, 44.45, 0.0, 0.0, 30.58, 24.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 44.76, 0.0, 0.0, 0.0, 23.86, 9.66, 0.0, 0.0, 0.0, 38.27, 0.0, 24.65, 0.0, 0.0, 0.0, 22.89, 0.0, 
0.0, 0.0, 5.79, 0.0, 0.0, 0.0, 0.0, 26.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.26, 0.0, 5.29, 0.0, 0.0, 0.0, 38.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.22, 0.0, 43.12, 44.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.83, 0.0, 0.0, 20.79, 0.0, 0.0, 49.55, 0.0, 5.96, 45.95, 0.0, 
27.41, 19.2, 38.35, 0.0, 21.7, 45.22, 0.0, 28.39, 0.0, 0.0, 0.0, 23.67, 23.01, 41.18, 34.01, 32.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.72, 0.0, 8.68, 0.0, 15.39, 18.96, 0.0, 0.0, 39.42, 37.39, 8.32, 0.0, 0.0, 0.0, 16.45, 0.0, 0.0, 0.0, 35.56, 0.0, 0.0, 0.0, 
0.0, 0.0, 0.0, 33.28, 0.0, 44.89, 40.68, 0.0, 0.0, 48.22, 0.0, 0.0, 0.0, 0.0, 43.19, 30.52, 49.55, 33.6, 0.0, 0.0, 0.0, 24.06, 0.0, 0.0, 0.0, 0.0, 0.0, 43.8, 0.0, 0.0, 16.47, 48.13, 0.0, 0.0, 0.0, 19.93, 15.74, 0.0, 0.0, 47.08, 0.0, 31.77, 46.88, 35.02, 5.49, 0.0, 32.14, 0.0, 11.91, 26.96, 
31.16, 0.0, 0.0, 8.82, 0.0, 0.0, 47.15, 0.0, 0.0, 39.93, 0.0, 0.0, 0.0, 0.0, 29.79, 0.0, 33.24, 34.85, 0.0, 36.24, 0.0, 8.05, 0.0, 28.0, 40.74, 0.0, 16.76, 44.24, 0.0, 0.0, 0.0, 22.09, 0.0, 22.72, 0.0, 0.0, 8.78, 0.0, 40.49, 0.0, 0.0, 42.1, 16.93, 44.53, 22.14, 0.0, 16.59, 0.0, 49.26, 0.0, 
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
0.0, 21.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 34.0, 43.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.0, 0.0, 3.0, 50.0, 0.0, 45.0, 1.0, 13.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 34.0, 0.0, 29.0, 38.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.0, 0.0, 0.0, 
0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 45.0, 0.0, 45.0, 0.0, 0.0, 0.0, 13.0, 9.0, 28.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 29.0, 0.0, 9.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 40.0, 11.0, 0.0, 0.0, 45.0, 0.0, 3.0, 10.0, 0.0, 44.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 45.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 0.0, 0.0, 0.0, 0.0, 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.0, 18.0, 0.0, 36.0, 0.0, 15.0, 0.0, 48.0, 0.0, 0.0, 6.0, 32.0, 0.0, 0.0, 35.0, 0.0, 5.0, 27.0, 0.0, 39.0, 8.0, 34.0, 0.0, 0.0, 0.0, 0.0, 41.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 30.0, 3.0, 0.0, 0.0, 0.0, 17.0, 19.0, 0.0, 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 43.0, 39.0, 0.0, 0.0, 0.0, 0.0, 5.0, 43.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 49.0, 8.0, 0.0, 0.0, 0.0, 8.0, 29.0, 1.0, 0.0, 0.0, 34.0, 0.0, 0.0, 
0.0, 16.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 26.0, 44.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 6.0, 0.0, 23.0, 0.0, 33.0, 0.0, 0.0, 34.0, 0.0, 0.0, 0.0, 0.0, 9.0, 41.0, 3.0, 0.0, 0.0, 0.0, 
